Sr No,Date,Startup Name,Industry Vertical,SubVertical,City Location,Investors Name,Investment Type,Amount in USD(K),Amount in INR(K),Remarks,City Tier
164,2018-08-09,quizizz,Edtech,e-learning Platform,Bengaluru,"Nexus Veture Parters, Prime Veture Parters ad Others",Seed/ Angel Funding,3000.0,264000.0,No Remark,Tier 1 India
165,2018-08-09,Happy EMI,Fintech,Consumer Financing Platform,Bengaluru,AJ Vetures ad Jai Iteratioal Trade Orgaisatio (JITO),Seed/ Angel Funding,1000.0,88000.0,No Remark,Tier 1 India
166,2018-08-13,Inthree,Consumer Internet,Rural E-commerce Platform,Chennai,"Vetureast, Orios Veture Parters ad the IAN Fud",Seed/ Angel Funding,4000.0,352000.0,No Remark,Tier 1 India
167,2018-08-13,Observe AI,Technology,AI Based Solutions Platform,Bengaluru,"Nexus Veture Parters, MGV, Liquid 2 Vetures, Hack VC, Emerget Vetures ad Y Combiator",Private Equity,8000.0,704000.0,No Remark,Tier 1 India
168,2018-08-16,Enakshi,Consumer Internet,AI Based Solutions Platform,Ahmedabad,Ukow,Seed/ Angel Funding,114.81,10103.28,No Remark,Tier 2/3 India
169,2018-08-17,EazyDiner,Consumer Internet,Online Restaurant Table Reservation Platform,Gurgaon,Delow Ivestmet Trust ad Beeext,Private Equity,5850.0,514800.0,No Remark,Tier 1 India
170,2018-08-20,Finzy,Finance,Online Loan Matchmaking Platform,Bengaluru,Ukow,Seed / Angel Funding,1000.0,88000.0,No Remark,Tier 1 India
171,2018-08-20,RawPressery,Consumer Internet,Online Organic Juice Delivery Service,Mumbai,Alteria Capital,Debt Funding,4800.0,422400.0,No Remark,Tier 1 India
172,2018-08-22,Pi Ventures,Technology,Applied Artificial Intelligence and IoT focused\\\\xc2\\\\xa0Platform,Bengaluru,CDC Group plc,Private Equity,6000.0,528000.0,No Remark,Tier 1 India
173,2018-08-22,Revv,Consumer Internet,Online Indian Car Rental Platform,Gurgaon,"Hyudai, Edelweiss ad Beeext, Dream Icubator, Sujay Kapoor ad Telama Ivestmet",Private Equity,14270.0,1255760.0,No Remark,Tier 1 India
174,2018-08-26,ZestMoney,Consumer Internet,Online Lending Platform,Bengaluru,"Xiaomi,PayU, Ribbit Capital ad Omidyar Network",Private Equity,13400.0,1179200.0,No Remark,Tier 1 India
175,2018-08-26,Shubh Loans,Fintech,\\\\xc2\\\\xa0Customer Sourcing Platform\\\\xc2\\\\xa0,Bengaluru,"Saama Capital, SRI Capital, Beeext, ad Pravega Vetures",Private Equity,4200.0,369600.0,No Remark,Tier 1 India
176,2018-08-27,MyUpchar,Health & Wellness,Local Language Health Content App,New Delhi,"Nexus Veture Parters, Omidyar Network ad Shuwei Capital",Private Equity,5000.0,440000.0,No Remark,Tier 1 India
177,2018-08-28,Narvar,Technology,Post-Purchase Customer Engagement Platform\\\\xc2\\\\xa0,Bengaluru,Accel (formerly kow as Accel Parters),Private Equity,3000.0,264000.0,No Remark,Tier 1 India
178,2018-08-30,True North,Finance,Private Equity Firm,Mumbai,Ukow,Private Equity,600000.0,52800000.0,No Remark,Tier 1 India
179,2018-07-02,Biryani By Kilo,Consumer Internet,Online Food Delivery,Gurgaon,Ajay Rela ad Viay Mittal,Seed/ Angel Funding,1000.0,88000.0,No Remark,Tier 1 India
180,2018-07-04,Anchanto,Technology,E-commerce Fulfilment Platform,Pune,MDI Vetures & Telkom Idoesia,Private Equity,4000.0,352000.0,No Remark,Tier 1 India
181,2018-07-06,Loan Tap,Consumer Internet,Online Lending Platform For Salaried Professionals,Mumbai,"Shuwei Capital, Tusca Vetures, Ashish Goeka, VC firms Idia Quotiet ad Kae Capital",Private Equity,6250.0,550000.0,No Remark,Tier 1 India
182,2018-07-06,PolicyBazaar,Consumer Internet,Online Insurance Selling Platform,Gurgaon,Ifo Edge (Idia) Ltd ad Temasek,Private Equity,27700.0,2437600.0,No Remark,Tier 1 India
183,2018-07-09,zippserv,Consumer Internet,Online Platform For Risk-Assessment Services For Real Estate Investments,Bengaluru,Ifo Edge (Idia) Ltd,Seed/ Angel Funding,440.0,38720.0,No Remark,Tier 1 India
184,2018-07-09,Groww,Consumer Internet,Online Platform That Sells Direct Plans Of Mutual Funds,Bengaluru,"Isigia Vetures Parters, Lightbridge Parters & Kairos",Seed/ Angel Funding,1100.0,96800.0,No Remark,Tier 1 India
185,2018-07-10,Avenue Growth,Consumer Internet,Online Platform That Connects Brands With Freelance Sales Professionals,Gurgaon,"Avtar Moga, chief operatig office at IDFC Bak, Aditya Malik & Others",Seed/ Angel Funding,437.0,38456.0,No Remark,Tier 1 India
186,2018-07-10,Kinara Capital,Finance,Lending Platform For Micro and Small Enterprises,Bengaluru,ResposAbility,Private Equity,5000.0,440000.0,No Remark,Tier 1 India
187,2018-07-10,Shop 101,Consumer Internet,Mobile Storefront And Commerce Platform For Sellers,Mumbai,"Stellaris Veture Parters, Vy Capital, Raghuada G, ad Ramakat Sharma",Private Equity,5000.0,440000.0,No Remark,Tier 1 India
188,2018-07-11,Sambandh,Consumer Internet,Online Micro Lending Platform,Rourkela,Base of Pyramid Asia (BOPA) Pte Ltd,Private Equity,2500.0,220000.0,No Remark,Other
189,2018-07-12,19th mile,Technology,Artificial intelligence-based sales acceleration software platform,Gurgaon,"Rishi Vasudev, Excelsior Ivestmets, Ritesh Vohra, Praveer Kumar, Prashat Gupta ad Others",Seed/ Angel Funding,180.0,15840.0,No Remark,Tier 1 India
190,2018-07-12,5th Vital,Health & Wellness,Home diagnostics services provider,Bengaluru,Brad Capital ad Others,Seed/ Angel Funding,500.0,44000.0,No Remark,Tier 1 India
191,2018-07-13,MEngage,Health & Wellness,A Doctor-Patient Engagement Platform,Jaipur,"Siddharth Agarwal, Mahavir Sharma, Amit Sigal, 100 Co-fouders Lab ad others.",Seed/ Angel Funding,175.0,15400.0,No Remark,Tier 2/3 India
192,2018-07-17,Ofbusiness,Finance,Online Lending Platform For SME,Gurgaon,"Creatio Ivestmets, Falco Edge, Matrix Parters Idia ad Zodius Capital",Private Equity,29000.0,2552000.0,No Remark,Tier 1 India
193,2018-07-17,Cars24,Consumer Internet,Online Used Car Marketplace,Gurgaon,"Kigsway FCI Fud, KCK Global & Others",Private Equity,49700.0,4373600.0,No Remark,Tier 1 India
194,2018-07-18,The Ken,Consumer Internet,Subscription-Only News Website,Bengaluru,Omidyar Network & Others,Seed/ Angel Funding,1500.0,132000.0,No Remark,Tier 1 India
195,2018-07-19,Book My Show,Consumer Internet,Online Ticketing Platform,Mumbai,"TPG Growth, The Rise Fud & Others",Private Equity,100000.0,8800000.0,No Remark,Tier 1 India
196,2018-07-20,HousingMan,Consumer Internet,Property Discovery Platform,Bengaluru,Ukow,Seed/ Angel Funding,1500.0,132000.0,No Remark,Tier 1 India
197,2018-07-21,PaySense,Consumer Internet,Online Consumer Lending Platform,Mumbai,PayU & Others,Private Equity,18000.0,1584000.0,No Remark,Tier 1 India
198,2018-07-23,VTION,Technology,Media Analytics,Gurgaon,"AgelList, Rahul Khaa, Rajeev Arora ad Ram Ramsudar.",Seed/ Angel Funding,280.0,24640.0,No Remark,Tier 1 India
199,2018-07-23,Log9 Materials,Technology,Nanotechnology Company Specializing In Graphene,Bengaluru,"Metaform Vetures, Hemat Luthra, Micro veture capital firm GEMS Parters ad Others",Seed/ Angel Funding,436.0,38368.0,No Remark,Tier 1 India
200,2018-07-24,kidovators,Edtech,Skill Learning Platform,Bengaluru,Gray Matters,Seed/ Angel Funding,180.0,15840.0,No Remark,Tier 1 India
201,2018-07-24,Digit,Consumer Internet,Online Insurance Startup,Pune,Fairfax,Private Equity,45000.0,3960000.0,No Remark,Tier 1 India
202,2018-07-25,Black Soil,Finance,Non-Banking Financial Company,Mumbai,"Allcargo Logistics, Naveet Educatio ad Mahavir Agecy",Private Equity,17000.0,1496000.0,No Remark,Tier 1 India
203,2018-07-25,Trell,Consumer Internet,Mobile-First Video Blogging App,Bengaluru,"BeeNext , WEH Vetures ad Sprout Vetures",Seed/ Angel Funding,1250.0,110000.0,No Remark,Tier 1 India
204,2018-07-25,iqlect,Technology,Data Analytics Firm,Bengaluru,Vetureast ad Exfiity,Seed/ Angel Funding,2500.0,220000.0,No Remark,Tier 1 India
205,2018-07-26,Entropik,Technology,Software-As-A-Service Platform,Bengaluru,"Bharat Iovatio, IDFC-Parampara Capital, Arthavida Vetures, Jitedra Gupta & Others",Seed/ Angel Funding,1100.0,96800.0,No Remark,Tier 1 India
206,2018-07-26,TheCapitalNet,Fintech,Unified Global Investments Ecosystem,Hyderabad,Lidwall Family Ivestmets LLC (LFI),Private Equity,500.0,44000.0,No Remark,Tier 1 India
207,2018-07-30,Shuttl,Consumer Internet,Bus Aggregation Platform,Gurgaon,Amazo Alexa Fud & Detsu Vetures,Private Equity,11000.0,968000.0,No Remark,Tier 1 India
208,2018-07-30,Cure Fit,Consumer Internet,Health and fitness Platform,Bengaluru,"IDG Vetures, Accel Parters, Kalaari Capital ad Others",Private Equity,120000.0,10560000.0,No Remark,Tier 1 India
209,2018-07-31,Five Star Group,Fintech,Non-Bank Lending Platform For SME,Chennai,"TPG, Norwest Veture Parters, Sequoia Capital & Matrix Parters",Private Equity,100000.0,8800000.0,No Remark,Tier 1 India
210,2018-07-31,Healthsignz,Health & Wellness,Health and Well being Platform,Hyderabad,Katilal Patel,Seed/ Angel Funding,5000.0,440000.0,No Remark,Tier 1 India
211,2018-06-01,CoinTribe,Finance,Credit-Based Lending Marketplace For Small And Medium Enterprises,Gurgaon,"Sabre Parters, Pueet Dalmia & Others",Private Equity,10000.0,880000.0,No Remark,Tier 1 India
212,2018-06-04,Digiconectt,Technology,Sales Analytics and Enablement Platform,Bengaluru,Aspire Logistics LLC,Seed/ Angel Funding,125.0,11000.0,No Remark,Tier 1 India
213,2018-06-07,Annapurna Finance,Finance,Non-Banking Financial Company,Bhubaneswar,Oma Idia Joit Ivestmet Fud (OIJIF),Private Equity,23000.0,2024000.0,No Remark,Other
214,2018-06-07,Meesho,Consumer Internet,Online Marketplace For Resellers,Bengaluru,"Sequoia Capital Idia, SAIF Parters, Y Combiator ad Veture Highway",Private Equity,11500.0,1012000.0,No Remark,Tier 1 India
215,2018-06-10,AyeFinance,Finance,Online Lending Platform,Gurgaon,"CapitalG, SAIF Parters ad LGT Impact Vetures",Private Equity,21500.0,1892000.0,No Remark,Tier 1 India
216,2018-06-12,Alpha Capital,Finance,Supplychain Finance,Mumbai,Alpha Capital,Private Equity,14800.0,1302400.0,No Remark,Tier 1 India
217,2018-06-12,eshakti,E-Commerce,Fashion e-tailer,Chennai,Parago Parters,Private Equity,10100.0,888800.0,No Remark,Tier 1 India
218,2018-06-12,Daily Ninja,Consumer Internet,Hyperlocal Delivery Platform,Bengaluru,Saama Capital ad Sequoia Capital,Seed/ Angel Funding,3000.0,264000.0,No Remark,Tier 1 India
219,2018-06-13,NirogStreet,Health & Wellness,An Online Platform That Connects Ayurveda Doctors With Patients,Gurgaon,"Spiral Vetures, Subho Ray ad Samir Kumar",Seed/ Angel Funding,300.0,26400.0,No Remark,Tier 1 India
220,2018-06-13,Nivesh,Finance,Mass Market Mutual Fund Investment Platform,Noida,"LetsVeture, Raja Aada, Basab Pradha, Vivek Khare ad Bijoy George",Seed/ Angel Funding,450.0,39600.0,No Remark,Tier 1 India
221,2018-06-14,HomeLane,Consumer Internet,Online Home Furnishing Solutions,Bengaluru,Brad Capital,Seed/ Angel Funding,3450.0,303600.0,No Remark,Tier 1 India
222,2018-06-14,Network Intelligence,Technology,Cybersecurity Specialist,Mumbai,Helix Ivestmets,Private Equity,4800.0,422400.0,No Remark,Tier 1 India
223,2018-06-18,Tynor Othontics,Health & Wellness,Prosthetics Manufacturers,Chennai,Lighthouse Fuds & Thuase Participatios,Private Equity,21000.0,1848000.0,No Remark,Tier 1 India
224,2018-06-18,Elucidata,Technology,Data Analytics (SaaS),New Delhi,Hyperplae Veture Capital ad several agel ivestors,Seed/ Angel Funding,1700.0,149600.0,No Remark,Tier 1 India
225,2018-06-19,RentSher,Consumer Internet,Online Rental Marketplace,Bengaluru,"Shorooq Ivestmets, LetsVeture & Others",Seed/ Angel Funding,1100.0,96800.0,No Remark,Tier 1 India
226,2018-06-20,Drip capital,Finance,Trade Finance Firm,Mumbai,"Accel Parters, Sequoia Idia, Y Combiator ad others.",Private Equity,15000.0,1320000.0,No Remark,Tier 1 India
227,2018-06-22,WickedRide,Consumer Internet,Online Motorbike And Scooter Rental Platforms,Bengaluru,"Sequoia Capital, Accel Parters & Raghuada Gagappa",Private Equity,9100.0,800800.0,No Remark,Tier 1 India
228,2018-06-25,PolicyBazaar,Consumer Internet,Online Insurance Selling Platform,Gurgaon,SoftBak Visio Fud & Ifo Edge (Idia) Ltd,Private Equity,200000.0,17600000.0,No Remark,Tier 1 India
229,2018-06-25,HipBar,Consumer Internet,Digital Payment Platform For Beverage Delivery,Bengaluru,Diageo Idia,Private Equity,4000.0,352000.0,No Remark,Tier 1 India
230,2018-06-25,Sqqrl,Finance,App-based investment platform,Gurgaon,Equaimity Veture Fud,Seed/ Angel Funding,1000.0,88000.0,No Remark,Tier 1 India
231,2018-06-26,Paytm,Technology,Digital Payment Platform,Noida,Oe 97 Commuicatios,Private Equity,8950.0,787600.0,No Remark,Tier 1 India
232,2018-06-26,Sigtuple,Health & Wellness,Data Driven Intelligence Solutions Platform,Bengaluru,"Accel Parters, IDG Veture, Ediya Parters, pi Vetures, VH Capital, Axilor Vetures ad Biy Basal",Private Equity,19000.0,1672000.0,No Remark,Tier 1 India
233,2018-06-27,Wow Express,Technology,E-commerce Logistics Platform,Mumbai,Udisclosed Existig Ivestors As Well As The Tamarid Family Trust,Private Equity,4500.0,396000.0,No Remark,Tier 1 India
234,2018-06-28,Front Desk AI,Technology,An AI Platform Offering Automated Customer Service Software,Bengaluru,Speciale Ivest & Others,Seed/ Angel Funding,1100.0,96800.0,No Remark,Tier 1 India
235,2018-06-28,Edureka,Edtech,Online Education Platform,Bengaluru,Leo Capital,Seed/ Angel Funding,2000.0,176000.0,No Remark,Tier 1 India
236,2018-05-02,OpenTap,Finance,Online Lending Platform,Chennai,Ukow High Net-Worth Idividuals,Seed / Angel Funding,450.0,39600.0,No Remark,Tier 1 India
237,2018-05-02,Bizongo,Consumer Internet,Aggregator For Packaging Material,Mumbai,"B Capital, Iteratioal Fiace Corporatio (IFC), Accel Parters ad IDG Vetures",Private Equity,22000.0,1936000.0,No Remark,Tier 1 India
238,2018-05-03,Disprz,Technology,SaaS,Chennai,"IL&FS Private Equity, Kae Capital & Others",Seed / Angel Funding,2500.0,220000.0,No Remark,Tier 1 India
239,2018-05-07,PaisaDukan,Consumer Internet,P2P Lending Platform,Mumbai,Ukow,Seed / Angel Funding,225.0,19800.0,No Remark,Tier 1 India
240,2018-05-09,i3sysytems,Technology,AI product company For Health and Life Insurane Companies,Mumbai,"Uitus Vetures, Behram Vakil ad Jerxis Vadrevala",Seed / Angel Funding,1000.0,88000.0,No Remark,Tier 1 India
241,2018-05-11,Earth Food,Consumer Internet,Agri-tech,Pune,Rairah Corporatio,Seed / Angel Funding,949.0,83512.0,No Remark,Tier 1 India
242,2018-05-14,Nykaa,Consumer Internet,Beauty e-tailer,Mumbai,"Suil Mujal, Harsh Mariwala, Dalip Pathak ad Others",Private Equity,24000.0,2112000.0,No Remark,Tier 1 India
243,2018-05-16,mfine,Health & Wellness,Doctor-Consultation App,Bengaluru,"Prime Veture Parters, Stellaris Veture Parters ad Mayur Abhaya Srisrimal",Private Equity,4200.0,369600.0,No Remark,Tier 1 India
244,2018-05-21,Rocketium,Technology,Online Video Creation Platform,Bengaluru,Blume vetures,Seed/ Angel Funding,300.0,26400.0,No Remark,Tier 1 India
245,2018-05-21,MilkBasket,Technology,Micro-Delivery Grocery Startup,Gurgaon,"Kalaari Capital, Uilever Vetures ad Blume Vetures",Private Equity,7000.0,616000.0,No Remark,Tier 1 India
246,2018-05-22,Vola,Finance,Micro Lending Platform,Bengaluru,Credika ad uamed agel ivestors,Seed/ Angel Funding,500.0,44000.0,No Remark,Tier 1 India
247,2018-05-22,Cashkumar,Consumer Internet,P2P Lending Platform,Bengaluru,LetsVeture,Seed/ Angel Funding,735.0,64680.0,No Remark,Tier 1 India
248,2018-05-23,Edyoo,E-Commerce,Products For Shoolgoing Children,Bengaluru,RS Shabag,Seed/ Angel Funding,735.0,64680.0,No Remark,Tier 1 India
249,2018-05-23,Aashiyaan,Finance,Housing Finance For Low-Income Families,Kolkata,"Isistor, Oikocredit",Seed/ Angel Funding,2000.0,176000.0,No Remark,Tier 2/3 India
250,2018-05-24,Smartivity,Edtech,Designer Of Toys and Learning Projects For Kids,New Delhi,"Ashish Kacholi, S Chad Group",Seed/ Angel Funding,2000.0,176000.0,No Remark,Tier 1 India
251,2018-05-24,Bonphulapl,Cleantech,Oxygen Optimiser Manufacturer,New Delhi,Atul Gupta ad Saurabh Rastogi,Seed/ Angel Funding,293.0,25784.0,No Remark,Tier 1 India
252,2018-05-27,Acko,Consumer Internet,Online Insurance Platform,Mumbai,"Amazo, Ashish Dhawa, Catamara Vetures, NR Narayaa Murthy.",Seed/ Angel Funding,12000.0,1056000.0,No Remark,Tier 1 India
253,2018-05-28,HWell24,Health & Wellness,Home Healthcare Aggregator,Mumbai,"Prashat Mehta, Mitali Pawar, Nikhil G ad Bhavesh P, R Ragaatha, ONCOTRUST ad Meditel Services Pvt. Ltd",Seed/ Angel Funding,200.0,17600.0,No Remark,Tier 1 India
254,2018-05-29,Toffee,Consumer Internet,Online Insurance Platform,Gurgaon,"Kalaari Capital, Omidyar Network ad Accio Veture Labs",Seed/ Angel Funding,1500.0,132000.0,No Remark,Tier 1 India
255,2018-05-29,Tonetag,Technology,Mobile Payments Technology Platform,Bengaluru,Amazo Ic. ad Mastercard,Private Equity,8000.0,704000.0,No Remark,Tier 1 India
256,2018-05-30,Stellaps,Technology,Iot Application Platform In Agriculture,Bengaluru,"IdusAge Parters, Bill & Melida Gates Foudatio, Qualcomm Veture, ABB Techology Vetures, Omivore, Blume Vetures, Veture Highway ad BEENEXT",Private Equity,14000.0,1232000.0,No Remark,Tier 1 India
257,2018-05-31,Credright,Consumer Internet,Lending Platform For SMEs,Hyderabad,"Accio Veture Lab, YourNest Veture Capital Ad Other Agel Ivestors",Seed/ Angel Funding,1300.0,114400.0,No Remark,Tier 1 India
258,2018-04-02,Fitternity,Consumer Internet,Online Fitness Discovey Platform,Mumbai,"Exfiity Veture, Saha fud Parters, Arihat Pati of Pati Family Office, Ajali Basal, Shardul Amarchad Magaldas, Satish Khaa ad Taparia family office.",Private Equity,2000.0,176000.0,No Remark,Tier 1 India
259,2018-04-02,Synctag,Technology,Social Media Anlaytics Platform,Coimbatore,Subhkam Vetures ad Mohit Khadaria,Seed / Angel Funding,307.6,27068.8,No Remark,Tier 2/3 India
260,2018-04-02,Finzy,Consumer Internet,Online Loan Matchmaking Platform,Bengaluru,Ukow,Seed / Angel Funding,1300.0,114400.0,No Remark,Tier 1 India
261,2018-04-04,Varthana,Finance,Loans and Services To Affordable Private Schools in India,Bengaluru,"ChrysCapital, Existig ivestors, Elevar Equity, LGT Impact, Omidyar Network ad Kaize Private Equity also participated i the roud",Private Equity,55000.0,4840000.0,No Remark,Tier 1 India
262,2018-04-05,IndigoLearn,Edtech,Online Education Platform,Hyderabad,"Maheshwar Peri, fouder ad chairma of career iformatio portal Careers360, ad Jamshed Jeejeebhoy, director at Byramjee Jeejeebhoy Pvt. Ltd were amog the agels",Seed / Angel Funding,150.0,13200.0,No Remark,Tier 1 India
263,2018-04-05,Vedantu,Edtech,Interactive Online Tutoring Platform,Bengaluru,"Accel Parters, Tiger Global Ad Others",Private Equity,10000.0,880000.0,No Remark,Tier 1 India
264,2018-04-09,Kaleidofin,Finance,Digital Financial Services Platform,Chennai,Omidyar Network. Blume Vetures ad Professor Shlomo Be-Haim,Seed / Angel Funding,2800.0,246400.0,No Remark,Tier 1 India
265,2018-04-09,Pipabella,Consumer Internet,Fashion Accessories Etailer,Mumbai,Fireside Vetures,Seed / Angel Funding,1000.0,88000.0,No Remark,Tier 1 India
266,2018-04-09,Kriger Campus,Edtech,Mobile-Based Education Network,New Delhi,Ukow,Seed / Angel Funding,46.14,4060.32,No Remark,Tier 1 India
267,2018-04-10,TravelTriangle,Consumer Internet,Online Travel Marketplace,Gurgaon,"Fudametum, SAIF Parters, Bessemer Veture Parters, RB ivestmets & Others",Private Equity,12000.0,1056000.0,No Remark,Tier 1 India
268,2018-04-12,Letsmd,Health & Wellness,Platform To Discover Healthcare Financing Options,New Delhi,"SRI Capital, Waterbridge Vetures ad ThiKuvate",Seed / Angel Funding,1000.0,88000.0,No Remark,Tier 1 India
269,2018-04-12,AyeFinance,Finance,Online Lending Platform,Gurgaon,"BlueOrchard Fiace Ltd, Hiduja Leylad Fiace ad ItelleGrow",Debt Funding,4600.0,404800.0,No Remark,Tier 1 India
270,2018-04-13,mintifi,Finance,Online Lending Platform,Mumbai,Lok Capital,Seed / Angel Funding,2000.0,176000.0,No Remark,Tier 1 India
271,2018-04-16,icanstay,Consumer Internet,Online Platform For Luxury Hotel Stay For Business Travelers,New Delhi,Mr. Maoj Prasad,Seed / Angel Funding,500.0,44000.0,No Remark,Tier 1 India
272,2018-04-18,Coverfox,Consumer Internet,Online Insurance Aggregator,Mumbai,"Iteratioal Fiace Corporatio, Trasamerica ad others.",Private Equity,22000.0,1936000.0,No Remark,Tier 1 India
